"PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherThrows","PitcherTeam","Batter","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","EffectiveVelo","MaxHeight","SpeedDrop","ContactPositionX","ContactPositionY","ContactPositionZ","UTCDate","UTCTime","AutoHitType","System","Catcher","CatcherThrows","CatcherTeam","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence"
99,2024-06-01,1899-12-31 00:26:08.1,1,4,"Pitcher 1","Right","Visitors","Hitter 4","Left","USA","Undefined",3,"Top",0,2,1,"Fastball","Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,90.41919,-2.11504,-2.534291,2141.706435,226.902346,1899-12-31 01:30:00,6.84711,1.48657,4.9637,-20.83127,14.62457,14.4058,3.11021,"0.29132999999999998",82.66355,-5.961957,0.005533,0.428564,70.516,29.704335,-144.962593,3335.466497,NA,NA,NA,NA,53.10733,NA,NA,-7.87,8.16693,-1.25379,50,6.62558,5.12047,-131.00892,-5.62013,-13.68465,27.54715,-17.97311,"Visitors","USA","Coleman Field","USA Baseball","USA",87.95062,26.62103,7.75564,1.14243,3.17777,-0.33454,2024-06-01,1899-12-31 00:26:08.1,NA,"v3","Catcher 1","Right","Visitors",55.53713,-132.16808,13.77357,6.84616,-4.86384,-8.98656,-1.48137,5.69631,-6.84232,47.229237,1.14243,-73.55312,1.78715,0.50732,-0.15333,0.05168,-0.00992,0.00317,"-7.6000000000000004E-4",3.17777,51.24877,-23.11632,2.18692,-0.4503,0.08206,-0.01159,0.00143,"2.4000000000000001E-4",-0.33454,-51.57405,7.50371,-1.13441,0.23357,-0.02671,0.00188,"2.47E-3","-1.4300000000000001E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA
100,2024-06-01,1899-12-31 00:26:28.8,1,5,"Pitcher 1","Right","Visitors","Hitter 4","Left","USA","Undefined",3,"Top",0,2,2,"Splitter","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,78.89464,-3.601467,-2.851903,1140.712784,244.856585,1899-12-31 02:15:00,6.82256,1.36223,5.29542,-41.4338,5.78103,8.39071,-0.0204,"-0.61846000000000001",71.37902,-11.137971,-1.359539,0.494551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.28878,4.58563,-1.10917,50,6.46396,5.35039,-113.92861,-8.55266,-6.77678,25.82653,-26.29829,"Visitors","USA","Coleman Field","USA Baseball","USA",76.21554,NA,7.51563,NA,NA,NA,2024-06-01,1899-12-31 00:26:28.8,NA,"v3","Catcher 1","Right","Visitors",55.20478,-115.10244,12.91326,6.82552,-7.3574,-13.14914,-1.35934,5.6584,-3.38839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
101,2024-06-01,1899-12-31 00:26:57,1,6,"Pitcher 1","Right","Visitors","Hitter 4","Left","USA","Undefined",3,"Top",0,3,2,"Fastball","Sinker","BallCalled","Walk","Undefined","Undefined",0,0,90.80647,-0.933545,-1.905928,2098.33355,229.705102,1899-12-31 01:45:00,6.82872,1.65697,4.98241,-21.89033,13.64694,14.58509,4.12234,"1.0718099999999999",81.87639,-5.00448,0.667461,0.429055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.77201,7.40603,-1.48551,50,6.72147,3.66064,-131.46347,-2.95716,-13.42795,31.18608,-19.37841,"Visitors","USA","Coleman Field","USA Baseball","USA",87.84982,NA,8.93007,NA,NA,NA,2024-06-01,1899-12-31 00:26:57,NA,"v3","Catcher 1","Right","Visitors",55.51466,-132.76523,15.59304,6.82802,-2.14827,-9.6892,-1.65001,4.22115,-6.71397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
102,2024-06-01,1899-12-31 00:27:41.9,2,1,"Pitcher 1","Right","Visitors","Hitter 5","Left","USA","Undefined",3,"Top",0,0,0,"Fastball","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,89.26622,-0.50843,-0.372373,2139.299615,232.217797,1899-12-31 01:45:00,6.85054,1.78139,5.03244,-24.0186,12.5328,14.5345,4.36927,"2.6412499999999999",80.82026,-4.956139,2.195502,0.435134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.23276,6.73516,-1.75768,50,6.7833,0.13662,-129.35444,-2.03936,-12.14041,29.3336,-20.86885,"Visitors","USA","Coleman Field","USA Baseball","USA",86.62254,NA,8.44595,NA,NA,NA,2024-06-01,1899-12-31 00:27:41.9,NA,"v3","Catcher 1","Right","Visitors",55.46392,-130.58761,14.6668,6.85059,-1.16204,-10.43443,-1.77415,0.64699,-6.0702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
103,2024-06-01,1899-12-31 00:28:17.3,2,2,"Pitcher 1","Right","Visitors","Hitter 5","Left","USA","Undefined",3,"Top",0,1,0,"Fastball","Sinker","InPlay","Undefined","LineDrive","Single",0,0,89.62148,-2.911761,-2.170056,2142.734797,228.493819,1899-12-31 01:30:00,6.71246,1.72978,5.25245,-22.44651,13.39997,13.79209,2.10151,"0.83901000000000003",81.82316,-7.060656,0.276492,0.430918,100.48806,6.820528,22.587381,1930.538367,100.04772,6.96074,45.72065,166.76887,166.76887,26.127933,1.386117,-7.53678,7.89319,-1.54135,50,6.42868,4.29043,-129.80712,-7.4129,-12.81877,27.97854,-18.74908,"Visitors","USA","Coleman Field","USA Baseball","USA",87.47008,7.61845,7.79832,0.61446,2.06234,-0.8463,2024-06-01,1899-12-31 00:28:17.3,"GroundBall","v3","Catcher 1","Right","Visitors",55.24752,-130.93328,13.98927,6.71187,-6.65823,-9.37454,-1.72443,4.8064,-6.40938,236.028388,0.61446,135.11428,-26.79533,6.57985,-1.51384,0.36736,-0.09782,0.02393,"-3.31E-3",2.06234,17.503,-13.72309,-0.23681,0.31698,-0.16716,0.08343,-0.0312,"5.4099999999999999E-3",-0.8463,56.20772,-2.48589,0.55737,-0.11582,0.02443,-0.00505,"8.3000000000000001E-4","-8.0000000000000007E-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA
104,2024-06-01,1899-12-31 00:29:17.2,3,1,"Pitcher 1","Right","Visitors","Hitter 6","Right","USA","Undefined",3,"Top",0,0,0,"Fastball","Four-Seam","StrikeCalled","Undefined","Undefined","Undefined",0,0,89.26111,-3.007359,-3.351386,2107.69387,220.942099,1899-12-31 01:15:00,6.88151,1.47369,5.16322,-19.60958,16.87985,13.53142,2.40932,"-0.55669999999999997",81.0187,-6.667369,-0.959644,0.434765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.70697,9.66851,-1.17143,50,6.58579,6.92331,-129.04216,-7.46273,-12.90604,28.57501,-15.98323,"Visitors","USA","Coleman Field","USA Baseball","USA",86.69607,NA,8.24241,NA,NA,NA,2024-06-01,1899-12-31 00:29:17.2,NA,"v3","Catcher 1","Right","Visitors",55.33479,-130.21813,14.28751,6.87938,-6.80496,-7.99161,-1.46728,7.45445,-6.45302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
105,2024-06-01,1899-12-31 00:29:41.9,3,2,"Pitcher 1","Right","Visitors","Hitter 6","Right","USA","Undefined",3,"Top",0,0,1,"Sinker","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,89.54295,-0.740748,-1.92683,2123.318831,233.055034,1899-12-31 01:45:00,6.87272,1.60327,5.13066,-22.62458,13.723,16.50603,4.28927,"1.1634100000000001",80.72837,-4.958431,0.993444,0.433919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.74319,7.42792,-1.43549,50,6.78624,3.57162,-129.66649,-2.4906,-14.69219,30.40073,-19.69211,"Visitors","USA","Coleman Field","USA Baseball","USA",86.86507,NA,8.81458,NA,NA,NA,2024-06-01,1899-12-31 00:29:41.9,NA,"v3","Catcher 1","Right","Visitors",55.36612,-130.91855,15.20036,6.87212,-1.67958,-9.84605,-1.59505,4.17672,-7.34609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
106,2024-06-01,1899-12-31 00:30:06.8,3,3,"Pitcher 1","Right","Visitors","Hitter 6","Right","USA","Undefined",3,"Top",0,1,1,"Slider","Slider","InPlay","Undefined","Popup","Out",1,0,77.99942,-0.114996,-1.780882,2380.074352,87.771585,1899-12-31 09:00:00,6.62844,1.66694,4.38691,-47.15302,1.44882,-1.98539,2.58917,"-0.19939999999999999",71.76264,-8.544436,-2.127768,0.501762,79.74442,52.122189,20.867223,5223.869619,NA,NA,NA,NA,103.4805,NA,NA,0.47417,1.14693,-1.47451,50,6.56936,3.60035,-113.04793,-2.02321,0.61378,20.55403,-30.68939,"Visitors","USA","Coleman Field","USA Baseball","USA",75.12017,111.68821,6.23677,1.40673,2.6847,0.21354,2024-06-01,1899-12-31 00:30:06.8,NA,"v3","Catcher 1","Right","Visitors",56.11404,-114.15416,10.27701,6.6338,-0.3715,-15.3447,-1.6674,3.56732,0.30689,192.636179,1.40684,67.09255,-19.48746,5.15996,-0.91588,0.01713,0.07608,-0.02859,"3.5599999999999998E-3",2.68462,92.32335,-22.69516,2.16344,-0.55329,0.25367,-0.11815,0.03196,"-3.5200000000000001E-3",0.21353,25.57963,-2.89835,0.54344,-0.10581,0.03851,-0.01636,"4.2700000000000004E-3","-4.6999999999999999E-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA
107,2024-06-01,1899-12-31 00:33:49.9,4,1,"Pitcher 3","Left","Visitors","Hitter 7","Left","USA","Undefined",3,"Top",1,0,0,"Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,72.5464,0.755407,1.513596,2260.407895,324.342059,1899-12-31 04:45:00,5.54457,-2.4673,4.50959,-71.79862,-15.5219,12.43107,0.28128,"1.086E-2",66.99583,-11.981586,3.696641,0.539928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.70335,-7.55926,2.29598,50,5.5538,-3.25963,-105.20717,-1.15658,-6.33462,19.3539,-40.56999,"Visitors","USA","Coleman Field","USA Baseball","USA",69.81013,NA,5.55057,NA,NA,NA,2024-06-01,1899-12-31 00:33:49.9,NA,"v3","Catcher 1","Right","Visitors",55.99663,-106.30458,9.67695,5.55416,1.14384,-20.285,2.47063,-2.90044,-3.16731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
108,2024-06-01,1899-12-31 00:34:14.4,4,2,"Pitcher 3","Left","Visitors","Hitter 7","Left","USA","Undefined",3,"Top",1,1,0,"Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,73.67979,1.404562,0.911149,2288.162563,337.581191,1899-12-31 05:15:00,5.43385,-2.42959,4.59814,-70.28264,-15.91867,7.29461,0.91327,"-0.95504999999999995",67.77866,-11.118568,2.193939,0.530673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.32957,-7.88449,2.3283,50,5.51225,-1.98703,-106.85782,0.09473,-3.8168,19.88689,-41.21239,"Visitors","USA","Coleman Field","USA Baseball","USA",71.02764,NA,5.90113,NA,NA,NA,2024-06-01,1899-12-31 00:34:14.4,NA,"v3","Catcher 1","Right","Visitors",55.90747,-107.95164,9.94344,5.44471,2.36149,-20.60619,2.43182,-1.7771,-1.9084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
109,2024-06-01,1899-12-31 00:34:37.2,4,3,"Pitcher 3","Left","Visitors","Hitter 7","Left","USA","Undefined",3,"Top",1,2,0,"Fastball","Sinker","StrikeSwinging","Undefined","Undefined","Undefined",0,0,84.99014,-0.711577,2.216749,2193.344541,136.85725,1899-12-31 10:30:00,5.70767,-2.21882,5.25439,-20.96052,18.87855,-16.43674,3.2918,"-1.50457",77.21784,-4.648155,-0.696491,0.454283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89461,10.04544,2.0283,50,5.62747,-4.05791,-123.21768,-2.20389,13.60307,25.67773,-16.81094,"Visitors","USA","Coleman Field","USA Baseball","USA",82.97133,NA,7.7723,NA,NA,NA,2024-06-01,1899-12-31 00:34:37.2,NA,"v3","Catcher 1","Right","Visitors",55.2454,-124.30598,12.83886,5.70578,-1.4914,-8.40547,2.2125,-4.63445,6.80153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
110,2024-06-01,1899-12-31 00:35:08.2,4,4,"Pitcher 3","Left","Visitors","Hitter 7","Left","USA","Undefined",3,"Top",1,2,1,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,78.4215,0.893497,4.032757,2143.338919,184.979933,1899-12-31 12:15:00,5.48834,-2.37895,4.87893,-43.80475,4.54296,0.23783,2.68553,"1.46292",70.53956,-7.086319,4.074474,0.500449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2378,2.48276,1.98188,50,5.53995,-7.99088,-113.19949,0.20953,1.57467,24.43776,-29.01559,"Visitors","USA","Coleman Field","USA Baseball","USA",75.31732,NA,7.88195,NA,NA,NA,2024-06-01,1899-12-31 00:35:08.2,NA,"v3","Catcher 1","Right","Visitors",55.61698,-114.40567,12.21888,5.49427,1.64166,-14.5078,2.37821,-8.0686,0.78734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
111,2024-06-01,1899-12-31 00:35:32.3,4,5,"Pitcher 3","Left","Visitors","Hitter 7","Left","USA","Undefined",3,"Top",1,3,1,"Fastball","Sinker","StrikeSwinging","Undefined","Undefined","Undefined",0,0,86.24727,-1.713712,3.775434,2182.482781,132.910433,1899-12-31 10:30:00,5.62189,-2.23749,5.18878,-22.48875,16.16745,-16.05552,2.13161,"-1.8450000000000001E-2",78.90331,-5.885343,0.938152,0.447488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02532,8.8978,1.89919,50,5.44575,-7.5276,-124.89268,-4.51476,14.28813,24.61091,-18.08781,"Visitors","USA","Coleman Field","USA Baseball","USA",84.23126,NA,7.34396,NA,NA,NA,2024-06-01,1899-12-31 00:35:32.3,NA,"v3","Catcher 1","Right","Visitors",55.31127,-125.93495,12.30546,5.62073,-3.74874,-9.0439,2.2308,-8.1327,7.14406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
112,2024-06-01,1899-12-31 00:36:02.3,4,6,"Pitcher 3","Left","Visitors","Hitter 7","Left","USA","Undefined",3,"Top",1,3,2,"Fastball","Sinker","StrikeSwinging","Strikeout","Undefined","Undefined",0,0,86.82763,-1.930971,2.302719,2238.506773,136.965111,1899-12-31 10:30:00,5.69648,-2.12926,5.31329,-20.70454,17.37761,-15.03127,2.15653,"-1.21936",79.08064,-5.803857,-0.364886,0.444152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28583,9.66878,1.93203,50,5.50673,-4.41348,-125.85862,-4.93181,13.22992,26.63157,-16.73601,"Visitors","USA","Coleman Field","USA Baseball","USA",84.86374,NA,7.74699,NA,NA,NA,2024-06-01,1899-12-31 00:36:02.3,NA,"v3","Catcher 1","Right","Visitors",55.1878,-126.95161,13.31579,5.69504,-4.24495,-8.36801,2.1243,-4.95645,6.61496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
113,2024-06-01,1899-12-31 00:36:43.4,5,1,"Pitcher 3","Left","Visitors","Hitter 8","Right","USA","Undefined",3,"Top",2,0,0,"Fastball","Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,86.58548,-0.827454,3.623577,2149.418055,136.187753,1899-12-31 10:30:00,5.69896,-2.14779,5.03268,-20.62214,18.37548,-16.29706,3.19813,"-8.2449999999999996E-2",78.18221,-4.695896,0.752306,0.449459,64.41723,44.529374,160.912959,4341.14463,-104.81713,41.96337,33.36711,163.14998,79.59489,163.462803,2.981908,9.22512,9.76627,1.81499,50,5.60407,-7.19345,-125.25566,-2.50653,14.50641,27.70565,-16.81672,"Visitors","USA","Coleman Field","USA Baseball","USA",83.86173,45.98464,8.40327,1.62247,3.33291,0.09337,2024-06-01,1899-12-31 00:36:43.4,"Popup","v3","Catcher 1","Right","Visitors",55.46655,-126.45904,13.85282,5.69707,-1.7761,-8.40836,2.14112,-7.82353,7.25321,353.387272,1.62254,-63.65691,1.98423,0.75316,0.19593,-0.37693,0.20158,-0.04853,"4.4099999999999999E-3",3.33311,66.24552,-29.72682,3.63667,-0.42196,-0.09454,0.05329,-0.00791,"2.9E-4",0.09335,22.027,-2.04805,-0.02997,-0.12264,0.15846,-0.08508,"2.0990000000000002E-2","-1.9499999999999999E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Medium",NA,NA,NA
114,2024-06-01,1899-12-31 00:37:10,5,2,"Pitcher 3","Left","Visitors","Hitter 8","Right","USA","Undefined",3,"Top",2,0,1,"Fastball","Sinker","InPlay","Undefined","FlyBall","Out",1,0,86.95963,-1.761538,3.498853,2170.642678,140.238756,1899-12-31 10:45:00,5.6824,-2.17932,5.17503,-20.08198,18.36773,-14.14501,2.34764,"-6.1490000000000003E-2",78.67062,-5.532588,0.999498,0.446291,86.49207,29.128831,-22.391757,2722.123401,100.67454,52.83128,-44.32298,310.18046,305.45483,-27.746598,4.353136,8.18166,10.10654,1.8648,50,5.50354,-7.06554,-125.8124,-4.54093,12.98355,27.892,-16.1359,"Visitors","USA","Coleman Field","USA Baseball","USA",84.45716,64.73136,8.28901,2.6933,2.58495,0.06957,2024-06-01,1899-12-31 00:37:10,"FlyBall","v3","Catcher 1","Right","Visitors",55.32482,-126.9874,13.946,5.68052,-3.86117,-8.06795,2.17397,-7.61249,6.49178,160.79508,2.69266,102.47309,-19.83293,4.94699,-1.2086,0.30711,-0.06561,0.00867,"-4.8999999999999998E-4",2.58608,61.72091,-16.42099,0.38143,0.27539,-0.17318,0.04926,-0.00684,"3.6999999999999999E-4",0.0698,-42.21821,4.18745,-0.95638,0.23534,-0.06688,0.0159,"-2.2200000000000002E-3","1.2999999999999999E-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA
115,2024-06-01,1899-12-31 00:39:49.9,1,1,"Pitcher 2","Left","USA","Hitter 18","Right","Visitors","Undefined",3,"Bottom",0,0,0,"Sinker","Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,92.05123,-0.439613,5.116122,2170.073049,109.239894,1899-12-31 09:45:00,4.85642,-2.86273,6.39398,-25.77049,6.55693,-16.00509,2.30292,"0.52158000000000004",84.54095,-5.258101,2.231484,0.40922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6817,3.83477,2.50137,50,4.81282,-11.30117,-133.44858,-1.86105,17.5701,27.00694,-25.21485,"Visitors","USA","Coleman Field","USA Baseball","USA",92.108,NA,7.51028,NA,NA,NA,2024-06-01,1899-12-31 00:39:49.9,NA,"v3","Catcher 2","Right","USA",54.1081,-134.2774,13.50347,4.85806,-1.08724,-12.60742,2.85647,-11.84038,8.78505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
116,2024-06-01,1899-12-31 00:40:02.6,1,2,"Pitcher 2","Left","USA","Hitter 18","Right","Visitors","Undefined",3,"Bottom",0,0,1,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,85.03652,-0.948106,6.124982,2109.543584,90.65452,1899-12-31 09:00:00,4.67322,-2.99524,6.69419,-36.11455,1.25315,-16.87887,0.79157,"1.2209399999999999",78.80948,-7.657962,3.0704,0.439967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54075,1.15095,2.59265,50,4.59513,-12.65131,-123.21119,-3.09577,16.3869,21.88675,-30.38479,"Visitors","USA","Coleman Field","USA Baseball","USA",85.67115,NA,6.22705,NA,NA,NA,2024-06-01,1899-12-31 00:40:02.6,NA,"v3","Catcher 2","Right","USA",53.81063,-123.88624,10.94337,4.67616,-2.15861,-15.1924,2.99065,-13.15673,8.19345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
117,2024-06-01,1899-12-31 00:40:15,1,3,"Pitcher 2","Left","USA","Hitter 18","Right","Visitors","Undefined",3,"Bottom",0,1,1,"Sinker","Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,92.62021,0.324947,4.561329,2336.386879,107.471662,1899-12-31 09:30:00,4.83241,-2.9306,6.4603,-25.51745,6.32898,-17.03914,3.0054,"-0.15168000000000001",84.8656,-4.46061,1.482769,0.406164,80.12334,3.156454,85.374202,3507.798005,NA,NA,NA,47.17439,47.17439,89.244975,0.425974,10.11146,3.52146,2.61475,50,4.84405,-10.03063,-134.3809,-0.05555,18.57447,27.86924,-25.70524,"Visitors","USA","Coleman Field","USA Baseball","USA",92.80092,2.58025,7.75461,-0.89433,2.21981,0.27615,2024-06-01,1899-12-31 00:40:15,"GroundBall","v3","Catcher 2","Right","USA",54.04166,-135.2165,13.93462,4.83416,0.71516,-12.85262,2.92385,-10.58755,9.28723,NA,-0.88155,9.05981,-13.05096,NA,NA,NA,NA,NA,NA,2.23629,5.95154,-26.38199,NA,NA,NA,NA,NA,NA,0.27702,116.92847,-16.07176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","Low","High",NA,NA,NA
