"PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherThrows","PitcherTeam","Batter","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","EffectiveVelo","MaxHeight","SpeedDrop","ContactPositionX","ContactPositionY","ContactPositionZ","UTCDate","UTCTime","AutoHitType","System","Catcher","CatcherThrows","CatcherTeam","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence"
245,2024-06-01,1899-12-31 00:57:09.6,3,3,"Pitcher 7","Right","Visitors","Hitter 12","Right","USA","Undefined",7,"Top",2,2,0,"Fastball","Changeup","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,85.36404,-1.166789,-0.919173,1634.81046,189.297726,1899-12-31 12:15:00,6.39923,0.84543,5.75653,-23.50962,15.50103,2.30984,3.35367,"0.18221999999999999",77.16371,-5.598191,-0.505559,0.449534,82.71975,28.164303,40.892454,4542.84187,76.91004,48.24383,78.6437,270.9494,221.02118,53.253367,3.980641,-1.46504,8.66575,-0.77062,50,6.2884,1.88968,-123.78272,-3.24301,-2.24306,27.75367,-18.90644,"Visitors","USA","Coleman Field","USA Baseball","USA",83.84774,53.65701,8.20032,0.30109,2.9874,-0.44125,2024-07-03,1899-12-31 00:57:09.6,"LineDrive","v3","Catcher 1","Right","Visitors",54.74065,-124.84111,13.87683,6.39832,-2.52201,-9.45322,-0.84431,1.97522,-1.12153,224.946588,0.30158,80.84276,-19.77175,4.88285,-1.13297,0.2457,-0.05437,0.00874,"-5.9999999999999995E-4",2.98751,57.25798,-17.73442,0.8411,0.15172,-0.1553,0.05959,-0.01061,"7.2000000000000005E-4",-0.4411,70.01648,-4.84367,-0.05236,0.18992,-0.03817,-0.00349,"2.4599999999999999E-3","-2.5000000000000001E-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Medium",NA,NA,NA
246,2024-06-01,1899-12-31 00:57:36.7,3,4,"Pitcher 7","Right","Visitors","Hitter 12","Right","USA","Undefined",7,"Top",2,2,1,"Splitter","Changeup","InPlay","Undefined","GroundBall","Out",1,0,77.62489,-0.206461,-1.917181,1446.300544,220.564796,1899-12-31 01:15:00,6.29701,1.02886,5.48592,-39.7786,7.89363,5.31122,2.78886,"-0.32290999999999997",70.42579,-7.541744,-0.970804,0.49694,85.87967,6.402056,-18.782699,949.886963,NA,NA,NA,116.60737,115.88264,-19.240801,1.055106,-3.29567,4.51807,-0.86452,50,6.25213,3.56138,-112.51176,-1.67303,-4.16869,22.93125,-26.45913,"Visitors","USA","Coleman Field","USA Baseball","USA",75.84904,5.58725,7.1991,1.84969,2.58118,0.66064,2024-07-03,1899-12-31 00:57:36.7,"GroundBall","v3","Catcher 1","Right","Visitors",55.01275,-113.52882,11.46563,6.30031,-0.49949,-13.22956,-1.02658,3.74628,-2.08435,113.543718,1.98413,116.7432,-13.64056,NA,NA,NA,NA,NA,NA,2.64266,13.24804,-14.9803,NA,NA,NA,NA,NA,NA,0.64242,-40.06654,2.89407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA
247,2024-06-01,1899-12-31 00:00:17.6,1,1,"Pitcher 5","Right","USA","Hitter 11","Left","Visitors","Undefined",7,"Bottom",0,0,0,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,80.47044,-1.411259,-3.883987,2306.13527,261.448308,1899-12-31 02:45:00,5.81589,2.70872,5.66847,-40.20947,3.66571,14.63583,1.14594,"0.30136000000000002",73.64661,-8.783557,-1.270133,0.476739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.64851,2.66047,-2.38986,50,5.67082,7.35503,-116.57983,-4.19178,-11.833,23.10637,-28.53397,"Visitors","USA","Coleman Field","USA Baseball","USA",79.06302,NA,6.82383,NA,NA,NA,2024-07-03,1899-12-31 00:00:17.6,NA,"v3","Catcher 2","Right","USA",54.83334,-117.5339,11.55318,5.81958,-3.0136,-14.26698,-2.70364,7.84362,-5.9165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
248,2024-06-01,1899-12-31 00:00:33.1,1,2,"Pitcher 5","Right","USA","Hitter 11","Left","Visitors","Undefined",7,"Bottom",0,1,0,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,86.44123,-0.742698,-1.382679,2408.716022,119.68029,1899-12-31 10:00:00,5.8328,2.8404,5.30948,-35.48868,2.98902,-2.99083,2.17802,"1.2930299999999999",78.80539,-7.229811,-1.914126,0.446453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07555,2.14146,-2.71273,50,5.73998,3.15956,-125.33873,-2.95856,1.69942,26.92941,-28.79042,"Visitors","USA","Coleman Field","USA Baseball","USA",84.42638,NA,7.63584,NA,NA,NA,2024-07-03,1899-12-31 00:00:33.1,NA,"v3","Catcher 2","Right","USA",55.18836,-126.44856,13.46471,5.83746,-1.77204,-14.39521,-2.8415,3.08952,0.84971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
249,2024-06-01,1899-12-31 00:00:49.3,1,3,"Pitcher 5","Right","USA","Hitter 11","Left","Visitors","Undefined",7,"Bottom",0,2,0,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,95.4903,-1.321711,-3.75537,2385.37771,196.759602,1899-12-31 12:30:00,6.29986,2.46548,5.43431,-12.09028,19.76186,5.59044,4.05168,"-0.59057000000000004",85.5438,-3.674511,-2.764321,0.406201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.99811,10.63693,-2.13624,50,6.1745,8.77531,-137.98889,-3.51953,-7.57688,35.60406,-12.01586,"Visitors","USA","Coleman Field","USA Baseball","USA",92.79267,NA,9.9465,NA,NA,NA,2024-07-03,1899-12-31 00:00:49.3,NA,"v3","Catcher 2","Right","USA",55.05955,-139.28824,17.80203,6.29494,-3.08102,-6.00793,-2.46154,9.05182,-3.78844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
250,2024-06-01,1899-12-31 00:01:05.1,1,4,"Pitcher 5","Right","USA","Hitter 11","Left","Visitors","Undefined",7,"Bottom",0,3,0,"Fastball","Four-Seam","StrikeCalled","Undefined","Undefined","Undefined",0,0,92.29509,-2.019364,-4.307834,2243.143782,200.301783,1899-12-31 12:45:00,6.0658,2.72679,5.50732,-12.66064,21.40521,7.43977,3.11607,"-0.68959999999999999",82.71501,-4.487772,-2.988553,0.420079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.12941,11.77028,-2.35509,50,5.88086,9.68432,-133.2713,-5.0406,-9.06422,33.30607,-11.3747,"Visitors","USA","Coleman Field","USA Baseball","USA",89.72706,NA,9.58008,NA,NA,NA,2024-07-03,1899-12-31 00:01:05.1,NA,"v3","Catcher 2","Right","USA",54.98778,-134.51203,16.65304,6.06074,-4.61686,-5.68735,-2.72215,10.02199,-4.53211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
251,2024-06-01,1899-12-31 00:01:20,1,5,"Pitcher 5","Right","USA","Hitter 11","Left","Visitors","Undefined",7,"Bottom",0,3,1,"Sinker","Sinker","BallCalled","Walk","Undefined","Undefined",0,0,93.50453,-0.808814,-3.683892,2299.27798,236.296492,1899-12-31 02:00:00,6.01114,2.77774,5.35569,-20.74954,12.59977,16.97607,3.52184,"0.73263999999999996",83.64962,-4.707641,-0.674429,0.415638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.60709,6.93422,-2.45803,50,5.92397,7.85541,-135.14537,-2.65681,-17.42908,34.68929,-19.59405,"Visitors","USA","Coleman Field","USA Baseball","USA",90.68582,NA,9.85491,NA,NA,NA,2024-07-03,1899-12-31 00:01:20.1,NA,"v3","Catcher 2","Right","USA",55.13937,-136.45817,17.34465,6.01048,-1.91529,-9.79703,-2.7678,8.51501,-8.71454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
252,2024-06-01,1899-12-31 00:01:58.4,2,1,"Pitcher 5","Right","USA","Hitter 13","Right","Visitors","Undefined",7,"Bottom",0,0,0,"Slider","Slider","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,87.52174,-0.167698,-3.709389,2426.383203,107.894941,1899-12-31 09:30:00,5.75987,3.03616,5.25802,-35.98073,2.26299,-2.58055,2.60358,"-0.66898999999999997",78.69342,-6.75856,-4.16564,0.445094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02866,1.57925,-2.69378,50,5.71809,8.31792,-126.51217,-1.73214,0.04546,30.94552,-29.66918,"Visitors","USA","Coleman Field","USA Baseball","USA",84.68425,NA,8.82833,NA,NA,NA,2024-07-03,1899-12-31 00:01:58.4,NA,"v3","Catcher 2","Right","USA",55.23993,-127.78745,15.47276,5.76428,-0.50946,-14.83459,-3.03653,8.31605,0.02273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
253,2024-06-01,1899-12-31 00:02:23.6,2,2,"Pitcher 5","Right","USA","Hitter 13","Right","Visitors","Undefined",7,"Bottom",0,0,1,"Fastball","Four-Seam","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,96.0923,-2.776286,-3.865096,2233.989459,221.572817,1899-12-31 01:30:00,6.20538,2.55812,5.41353,-13.45383,17.85343,14.83332,2.47528,"0.16769000000000001",86.72547,-5.351306,-1.234325,0.402711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.62048,10.14213,-2.22457,50,5.94885,8.6556,-138.89178,-7.17591,-16.66029,34.19516,-12.57297,"Visitors","USA","Coleman Field","USA Baseball","USA",93.59669,NA,9.36683,NA,NA,NA,2024-07-03,1899-12-31 00:02:23.6,NA,"v3","Catcher 2","Right","USA",55.08481,-140.13807,17.09758,6.20203,-6.71767,-6.28649,-2.5511,9.26281,-8.33014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
254,2024-06-01,1899-12-31 00:02:48.4,2,3,"Pitcher 5","Right","USA","Hitter 13","Right","Visitors","Undefined",7,"Bottom",0,0,2,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,85.94756,-1.233912,-3.698377,2369.190995,70.014726,1899-12-31 08:15:00,5.75846,2.83129,5.4232,-39.36931,-0.24264,-4.40618,1.31931,"-1.0049399999999999",78.16488,-8.404892,-4.480579,0.450203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04547,0.65311,-2.49943,50,5.62141,8.22795,-124.36684,-4.13347,1.61482,28.15868,-31.16531,"Visitors","USA","Coleman Field","USA Baseball","USA",83.72328,NA,7.78268,NA,NA,NA,2024-07-03,1899-12-31 00:02:48.4,NA,"v3","Catcher 2","Right","USA",55.07631,-125.51094,14.07934,5.76363,-2.86721,-15.58265,-2.8324,8.16234,0.80741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
255,2024-06-01,1899-12-31 00:03:10.4,2,4,"Pitcher 5","Right","USA","Hitter 13","Right","Visitors","Undefined",7,"Bottom",0,1,2,"ChangeUp","Changeup","StrikeSwinging","Strikeout","Undefined","Undefined",0,0,79.82285,-0.192576,-4.916823,2303.088927,271.906535,1899-12-31 03:00:00,5.74459,2.71835,5.92197,-43.3664,0.95854,16.45162,1.95136,"-0.48464000000000002",72.76976,-8.183279,-1.972632,0.479176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.83977,1.04579,-2.33288,50,5.70486,9.3048,-115.52937,-1.77648,-13.20475,22.94329,-30.77061,"Visitors","USA","Coleman Field","USA Baseball","USA",78.66089,NA,7.05309,NA,NA,NA,2024-07-03,1899-12-31 00:03:10.4,NA,"v3","Catcher 2","Right","USA",54.57824,-116.43503,11.47165,5.75101,-0.56185,-15.38531,-2.71046,9.82604,-6.60237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
256,2024-06-01,1899-12-31 00:04:00.7,3,1,"Pitcher 5","Right","USA","Hitter 19","Right","Visitors","Undefined",7,"Bottom",1,0,0,"Fastball","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,95.67543,-1.612237,-4.901556,2276.936431,226.384301,1899-12-31 01:30:00,6.04765,2.52108,5.79268,-18.46005,12.62953,12.1165,3.00365,"-1.0399799999999999",86.57825,-5.091431,-2.742544,0.401309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.60741,7.23335,-2.12382,50,5.90349,11.2903,-138.31208,-4.5339,-14.61724,33.18145,-18.27552,"Visitors","USA","Coleman Field","USA Baseball","USA",93.92375,NA,9.09719,NA,NA,NA,2024-07-03,1899-12-31 00:04:00.7,NA,"v3","Catcher 2","Right","USA",54.70521,-139.4363,16.59073,6.04662,-3.91471,-9.13776,-2.51474,11.78554,-7.30862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
257,2024-06-01,1899-12-31 00:04:22.7,3,2,"Pitcher 5","Right","USA","Hitter 19","Right","Visitors","Undefined",7,"Bottom",1,1,0,"Slider","Slider","StrikeCalled","Undefined","Undefined","Undefined",0,0,87.30244,0.240105,-3.371149,2407.478526,101.390906,1899-12-31 09:30:00,5.73486,3.00533,5.34763,-35.96907,1.99965,-3.36622,2.96305,"-0.441",79.07378,-6.34744,-3.967566,0.44349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61469,1.36677,-2.69893,50,5.73123,7.59566,-126.34583,-0.83101,0.98152,28.66101,-29.99157,"Visitors","USA","Coleman Field","USA Baseball","USA",84.99041,NA,8.22866,NA,NA,NA,2024-07-03,1899-12-31 00:04:22.7,NA,"v3","Catcher 2","Right","USA",55.1493,-127.50857,14.33051,5.74026,0.38571,-14.99578,-3.00627,7.55584,0.49076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
258,2024-06-01,1899-12-31 00:04:40.9,3,3,"Pitcher 5","Right","USA","Hitter 19","Right","Visitors","Undefined",7,"Bottom",1,1,1,"Fastball","Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,95.05061,-0.96346,-3.714788,2286.579719,231.176582,1899-12-31 01:45:00,6.03716,2.52352,5.60023,-18.61174,13.17505,14.93733,3.58472,"0.29531000000000002",85.53572,-4.477824,-1.055359,0.405784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.61095,7.2826,-2.21422,50,5.94262,8.19368,-137.51611,-2.95766,-16.27468,34.19714,-18.40994,"Visitors","USA","Coleman Field","USA Baseball","USA",92.88796,NA,9.51489,NA,NA,NA,2024-07-03,1899-12-31 00:04:40.9,NA,"v3","Catcher 2","Right","USA",54.89556,-138.72818,17.09857,6.03589,-2.30515,-9.20497,-2.51485,8.77052,-8.13734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
259,2024-06-01,1899-12-31 00:05:01.4,3,4,"Pitcher 5","Right","USA","Hitter 19","Right","Visitors","Undefined",7,"Bottom",1,1,2,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,86.75149,-1.114611,-4.085704,2370.093995,97.936611,1899-12-31 09:15:00,5.78511,2.68422,5.46011,-36.39077,2.04504,-4.95725,1.70644,"-1.5597700000000001",78.70148,-7.766178,-4.965012,0.44621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16937,1.83102,-2.32025,50,5.66216,9.17924,-125.42988,-3.79001,1.83618,28.76956,-29.29895,"Visitors","USA","Coleman Field","USA Baseball","USA",84.4724,NA,8.05002,NA,NA,NA,2024-07-03,1899-12-31 00:05:01.4,NA,"v3","Catcher 2","Right","USA",55.037,-126.57993,14.38478,5.79025,-2.6188,-14.64948,-2.68572,9.10584,0.91809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
260,2024-06-01,1899-12-31 00:05:22.8,3,5,"Pitcher 5","Right","USA","Hitter 19","Right","Visitors","Undefined",7,"Bottom",1,2,2,"ChangeUp","Changeup","StrikeSwinging","Strikeout","Undefined","Undefined",0,0,80.47874,-0.074044,-4.992589,2308.505387,275.961574,1899-12-31 03:15:00,5.67378,2.80186,5.82294,-44.07274,-0.20783,16.52371,1.93195,"-0.47460000000000002",73.21176,-8.178933,-2.041199,0.476683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.93024,0.38807,-2.40235,50,5.6418,9.52727,-116.43483,-1.59488,-13.50576,23.75506,-31.64625,"Visitors","USA","Coleman Field","USA Baseball","USA",79.07228,NA,7.26698,NA,NA,NA,2024-07-03,1899-12-31 00:05:22.8,NA,"v3","Catcher 2","Right","USA",54.67768,-117.38529,11.87753,5.68029,-0.32868,-15.82313,-2.79435,10.06765,-6.75288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
261,2024-06-01,1899-12-31 00:05:52.8,4,1,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",7,"Bottom",2,0,0,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,86.78389,-0.690869,-4.545924,2442.747108,111.522751,1899-12-31 09:45:00,5.60165,2.84318,5.48482,-35.43903,2.89953,-3.97658,1.99994,"-1.75037",78.77127,-7.178581,-5.250522,0.445645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55949,2.11039,-2.44108,50,5.51722,10.14924,-125.44308,-2.81442,0.8804,28.32558,-28.8532,"Visitors","USA","Coleman Field","USA Baseball","USA",84.57946,NA,8.01262,NA,NA,NA,2024-07-03,1899-12-31 00:05:52.8,NA,"v3","Catcher 2","Right","USA",55.01249,-126.56986,14.16279,5.60635,-1.66665,-14.4266,-2.84412,10.11422,0.4402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
262,2024-06-01,1899-12-31 00:06:13.8,4,2,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",7,"Bottom",2,1,0,"Fastball","Sinker","StrikeSwinging","Undefined","Undefined","Undefined",0,0,95.55133,-1.050075,-3.957239,2269.272682,230.858481,1899-12-31 01:45:00,6.10438,2.47323,5.442,-17.48375,14.00871,15.86493,3.6617,"8.4010000000000001E-2",86.3945,-4.343229,-1.142219,0.403901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.08894,7.66359,-2.13375,50,5.99953,8.78096,-138.26508,-3.15383,-17.45985,33.03123,-17.45231,"Visitors","USA","Coleman Field","USA Baseball","USA",93.32101,NA,9.15683,NA,NA,NA,2024-07-03,1899-12-31 00:06:13.8,NA,"v3","Catcher 2","Right","USA",55.05573,-139.46765,16.51561,6.10279,-2.51844,-8.72616,-2.46501,9.41663,-8.72992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
263,2024-06-01,1899-12-31 00:06:37.2,4,3,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",7,"Bottom",2,1,1,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,78.9119,-1.3201,-5.520616,2259.729605,280.741626,1899-12-31 03:15:00,5.54292,2.87409,5.77863,-46.93034,-1.2726,14.78406,0.39779,"-1.0467",72.3121,-9.889005,-2.882869,0.486327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.24989,0.12433,-2.42631,50,5.40479,10.48109,-114.09455,-4.14419,-12.11262,22.28172,-32.01124,"Visitors","USA","Coleman Field","USA Baseball","USA",77.50428,NA,6.5998,NA,NA,NA,2024-07-03,1899-12-31 00:06:37.2,NA,"v3","Catcher 2","Right","USA",54.72396,-115.0134,11.14086,5.54847,-2.82411,-16.00562,-2.86882,10.98058,-6.05631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
