"Last & first names","Test","Protocol","Date","Time","#","TFlight","TContact","Elevation","Power","Pace[step/s]","TStance","WalkingPointX","WalkingPointGapX","StepWidth","WalkingPointY","WalkingPointGapY"
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:26 PM",1,0.34,NA,5.6,NA,NA,NA,NA,NA,0.41,NA,NA
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:26 PM",2,0.37,0.486,6.6,15.67,1.17,0.486,0.272,0.272,0.456,0.682,0.682
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:26 PM",3,0.384,0.49,7.1,16.47,1.14,0.49,0.751,0.479,0.474,0.719,0.036
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:26 PM",4,0.352,0.486,6,14.59,1.19,0.486,0.272,-0.479,0.407,1.709,0.991
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:26 PM",5,0.364,0.504,6.4,15.07,1.15,0.504,0.581,0.308,0.526,1.844,0.135
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:26 PM",6,NA,NA,NA,NA,NA,NA,0.325,-0.256,4.516,2.631,0.787
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:42 PM",1,0.35,NA,5.9,NA,NA,NA,NA,NA,0.36,NA,NA
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:42 PM",2,0.352,0.492,6,14.52,1.18,0.492,0.666,0.666,0.373,0.495,0.495
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:42 PM",3,0.336,0.496,5.4,13.55,1.2,0.496,1.007,0.341,0.542,1.588,1.093
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:42 PM",4,0.308,0.478,4.6,12.18,1.27,0.478,1.093,0.085,0.373,1.434,-0.154
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:42 PM",5,0.304,0.516,4.5,11.61,1.22,0.516,1.401,0.308,0.339,1.742,0.308
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:42 PM",6,NA,NA,NA,NA,NA,NA,1.709,0.308,2.188,1.982,0.24
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:55 PM",1,0.466,NA,10.5,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:55 PM",2,0.492,0.364,11.7,27.82,1.17,0.364,0.102,0.102,0.351,0.597,0.597
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:55 PM",3,0.492,0.354,11.7,28.27,1.18,0.354,-0.207,-0.308,0.491,0.751,0.154
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:55 PM",4,0.492,0.332,11.7,29.36,1.21,0.332,-0.308,-0.102,0.347,2.221,1.47
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:55 PM",5,0.486,0.41,11.4,25.53,1.12,0.41,0.427,0.735,0.347,1.778,-0.443
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:55 PM",6,NA,NA,NA,NA,NA,NA,-0.341,-0.768,2.087,2.684,0.906
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:08 PM",1,0.462,NA,10.3,NA,NA,NA,NA,NA,0.456,NA,NA
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:08 PM",2,0.482,0.376,11.2,26.44,1.17,0.376,0.256,0.256,0.421,0.84,0.84
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:08 PM",3,0.46,0.408,10.2,23.53,1.15,0.408,0.308,0.052,0.41,1.745,0.906
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:08 PM",4,0.474,0.392,10.8,25.18,1.15,0.392,0.755,0.446,0.473,1.693,-0.052
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:08 PM",5,0.472,0.408,10.8,24.48,1.14,0.408,0.686,-0.069,0.547,1.709,0.016
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:56:08 PM",6,NA,NA,NA,NA,NA,NA,1.47,0.784,3.366,2.07,0.361
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:20 PM",1,0.324,NA,5.1,NA,NA,NA,NA,NA,1.49,NA,NA
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:20 PM",2,0.372,0.39,6.7,17.47,1.31,0.39,0.308,0.308,0.368,0.358,0.358
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:20 PM",3,0.376,0.366,6.8,18.33,1.35,0.366,1.06,0.751,0.41,0.922,0.564
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:20 PM",4,0.378,0.396,6.9,17.76,1.29,0.396,1.693,0.633,0.327,1.453,0.531
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:20 PM",5,0.38,0.392,7,17.99,1.3,0.392,1.198,-0.495,0.334,2.375,0.922
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:20 PM",6,NA,NA,NA,NA,NA,NA,1.007,-0.19,3.436,2.612,0.236
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:36 PM",1,0.354,NA,6,NA,NA,NA,NA,NA,0.321,NA,NA
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:36 PM",2,0.36,0.364,6.3,17.22,1.38,0.364,0.479,0.479,0.281,0.341,0.341
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:36 PM",3,0.37,0.382,6.6,17.51,1.33,0.382,0.702,0.223,0.334,-0.82,-1.161
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:36 PM",4,0.368,0.34,6.5,18.42,1.41,0.34,0.361,-0.341,0.395,0.154,0.974
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:36 PM",5,0.374,0.388,6.8,17.66,1.31,0.388,0.958,0.597,0.38,0.325,0.171
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:55:36 PM",6,NA,NA,NA,NA,NA,NA,2.241,1.283,1.917,0.341,0.016
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:36 PM",1,0.386,NA,7.2,NA,NA,NA,NA,NA,0.316,NA,NA
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:36 PM",2,0.338,0.392,5.5,15.13,1.37,0.392,0.154,0.154,0.347,0.085,0.085
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:36 PM",3,0.378,0.378,6.9,18.18,1.32,0.378,-0.171,-0.325,0.316,0.171,0.085
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:36 PM",4,0.378,0.382,6.9,18.08,1.32,0.382,-0.118,0.052,0.347,0.154,-0.016
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:36 PM",5,0.348,0.35,5.8,16.69,1.43,0.35,0.138,0.256,0.316,0.581,0.427
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:36 PM",6,NA,NA,NA,NA,NA,NA,-0.597,-0.735,0.972,0.036,-0.545
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:48 PM",1,0.416,NA,8.4,NA,NA,NA,NA,NA,0.292,NA,NA
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:48 PM",2,0.366,0.428,6.5,16.32,1.26,0.428,-0.085,-0.085,0.347,0.43,0.43
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:48 PM",3,0.378,0.402,6.9,17.63,1.28,0.402,1.198,1.283,0.234,0.138,-0.292
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:48 PM",4,0.394,0.424,7.5,18.27,1.22,0.424,0.925,-0.272,0.231,0.174,0.036
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:48 PM",5,0.408,0.43,8,19.12,1.19,0.43,0.617,-0.308,0.947,0.771,0.597
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:48 PM",6,NA,NA,NA,NA,NA,NA,0.207,-0.41,3.118,1.591,0.82
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:48 PM",1,0.458,NA,10.1,NA,NA,NA,NA,NA,0.36,NA,NA
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:48 PM",2,0.482,0.382,11.2,26.21,1.16,0.382,0.069,0.069,0.36,0.65,0.65
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:48 PM",3,0.466,0.384,10.5,24.8,1.18,0.384,-0.581,-0.65,0.866,0.597,-0.052
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:48 PM",4,0.48,0.368,11.1,26.59,1.18,0.368,-0.171,0.41,0.373,0.033,-0.564
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:48 PM",5,0.442,0.346,9.4,24.2,1.27,0.346,0,0.171,0.36,1.572,1.539
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:48 PM",6,NA,NA,NA,NA,NA,NA,0.046,0.046,2.419,1.043,-0.528
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:07 PM",1,0.452,NA,9.9,NA,NA,NA,NA,NA,0.442,NA,NA
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:07 PM",2,0.428,0.378,8.8,21.94,1.24,0.378,0.203,0.203,0.477,0.702,0.702
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:07 PM",3,0.44,0.356,9.3,23.65,1.26,0.356,0.837,0.633,0.456,1.266,0.564
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:07 PM",4,0.416,0.396,8.4,20.51,1.23,0.396,2.034,1.198,0.473,0.751,-0.515
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:07 PM",5,0.426,0.344,8.8,22.93,1.3,0.344,0.804,-1.23,0.379,0.837,0.085
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:54:07 PM",6,NA,NA,NA,NA,NA,NA,1.178,0.374,3.59,1.181,0.344
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:14 PM",1,0.444,NA,9.5,NA,NA,NA,NA,NA,0.365,NA,NA
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:14 PM",2,0.458,0.498,10.1,21.14,1.05,0.498,-0.358,-0.358,0.365,0.459,0.459
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:14 PM",3,0.462,0.474,10.3,21.93,1.07,0.474,-0.991,-0.633,0.334,0.085,-0.374
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:14 PM",4,0.454,0.47,9.9,21.46,1.08,0.47,-0.085,0.906,0.425,0,-0.085
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:14 PM",5,0.44,0.604,9.3,18.28,0.96,0.604,-0.358,-0.272,0.395,0.272,0.272
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:14 PM",6,NA,NA,NA,NA,NA,NA,-0.735,-0.377,2.495,-0.052,-0.325
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:29 PM",1,0.488,NA,11.5,NA,NA,NA,NA,NA,0.365,NA,NA
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:29 PM",2,0.472,0.454,10.8,23.15,1.08,0.454,0.187,0.187,0.505,-0.171,-0.171
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:29 PM",3,0.456,0.46,10,21.83,1.09,0.46,0.033,-0.154,0.701,0.531,0.702
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:29 PM",4,0.49,0.458,11.6,24.38,1.05,0.458,0.581,0.548,0.533,0.223,-0.308
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:29 PM",5,0.46,0.456,10.2,22.22,1.09,0.456,0.597,0.016,0.72,0.223,0
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:53:29 PM",6,NA,NA,NA,NA,NA,NA,-0.02,-0.617,3.845,0.308,0.085
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:27 PM",1,0.33,NA,5.3,NA,NA,NA,NA,NA,0.41,NA,NA
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:27 PM",2,0.366,0.484,6.5,15.45,1.18,0.484,-0.495,-0.495,0.407,1.112,1.112
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:27 PM",3,0.354,0.502,6,14.51,1.17,0.502,-1.06,-0.564,0.474,1.266,0.154
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:27 PM",4,0.374,0.492,6.8,15.83,1.15,0.492,-0.512,0.548,0.491,1.726,0.459
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:27 PM",5,0.366,0.454,6.5,15.89,1.22,0.454,-0.016,0.495,0.407,2.411,0.686
"Player 1","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:27 PM",6,NA,NA,NA,NA,NA,NA,-0.682,-0.666,3.124,2.976,0.564
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:39 PM",1,0.35,NA,5.9,NA,NA,NA,NA,NA,0.576,NA,NA
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:39 PM",2,0.292,0.436,4.1,11.72,1.37,0.436,0.427,0.427,0.526,0.443,0.443
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:39 PM",3,0.342,0.45,5.6,14.47,1.26,0.45,2.992,2.566,0.471,0.784,0.341
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:39 PM",4,0.366,0.444,6.5,16.05,1.23,0.444,1.043,-1.949,0.421,1.47,0.686
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:39 PM",5,0.336,0.462,5.4,13.95,1.25,0.462,2.103,1.06,0.491,2.306,0.837
"Player 1","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:39 PM",6,NA,NA,NA,NA,NA,NA,1.844,-0.259,2.482,1.982,-0.325
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:53 PM",1,0.454,NA,9.9,NA,NA,NA,NA,NA,0.379,NA,NA
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:53 PM",2,0.464,0.334,10.4,26.65,1.25,0.334,-0.479,-0.479,0.393,0.548,0.548
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:53 PM",3,0.506,0.386,12.4,28.11,1.12,0.386,-0.512,-0.033,0.347,1.161,0.614
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:53 PM",4,0.494,0.334,11.8,29.44,1.21,0.334,-0.138,0.374,0.373,2.103,0.942
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:53 PM",5,0.488,0.33,11.5,29.08,1.22,0.33,-0.443,-0.305,0.407,2.871,0.768
"Player 2","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:53 PM",6,NA,NA,NA,NA,NA,NA,-0.256,0.187,2.013,3.881,1.01
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:09 PM",1,0.48,NA,11.1,NA,NA,NA,NA,NA,0.486,NA,NA
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:09 PM",2,0.452,0.356,9.9,24.66,1.24,0.356,-0.036,-0.036,0.568,0.272,0.272
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:09 PM",3,0.486,0.356,11.4,27.64,1.19,0.356,0.528,0.564,0.467,1.417,1.145
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:09 PM",4,0.488,0.448,11.5,24.51,1.07,0.448,0.974,0.446,0.456,0.837,-0.581
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:09 PM",5,0.492,0.398,11.7,26.45,1.12,0.398,2.034,1.06,0.556,0.873,0.036
"Player 2","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:52:09 PM",6,NA,NA,NA,NA,NA,NA,2.274,0.24,2.114,0.548,-0.325
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:21 PM",1,0.334,NA,5.4,NA,NA,NA,NA,NA,0.321,NA,NA
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:21 PM",2,0.344,0.594,5.7,13.06,1.07,0.594,-0.102,-0.102,0.425,-0.325,-0.325
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:21 PM",3,0.396,0.458,7.6,17.75,1.17,0.458,-0.036,0.066,0.442,-0.344,-0.02
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:21 PM",4,0.38,0.418,7,17.44,1.25,0.418,-1.64,-1.604,0.473,-0.344,0
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:21 PM",5,0.388,0.404,7.3,18.29,1.26,0.404,-1.677,-0.036,0.36,-0.085,0.259
"Player 3","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:21 PM",6,NA,NA,NA,NA,NA,NA,-2.72,-1.043,1.122,0.069,0.154
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:35 PM",1,0.366,NA,6.5,NA,NA,NA,NA,NA,0.365,NA,NA
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:35 PM",2,0.328,0.364,5.2,14.99,1.45,0.364,-0.105,-0.105,0.334,-0.121,-0.121
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:35 PM",3,0.354,0.388,6,16.28,1.35,0.388,0.203,0.308,0.347,-1.181,-1.06
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:35 PM",4,0.37,0.36,6.6,18.04,1.37,0.36,-0.446,-0.65,0.442,-0.495,0.686
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:35 PM",5,0.32,0.376,4.9,14.24,1.44,0.376,-0.686,-0.24,0.533,0.751,1.247
"Player 3","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:35 PM",6,NA,NA,NA,NA,NA,NA,0.82,1.506,6.79,1.726,0.974
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:49 PM",1,0.386,NA,7.2,NA,NA,NA,NA,NA,0.334,NA,NA
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:49 PM",2,0.324,0.63,5.1,11.8,1.05,0.63,-0.272,-0.272,0.347,0.325,0.325
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:49 PM",3,0.382,0.564,7,15.4,1.06,0.564,-0.751,-0.479,0.347,0.308,-0.016
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:49 PM",4,0.37,0.568,6.6,14.69,1.07,0.568,-0.719,0.033,0.347,0.479,0.171
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:49 PM",5,0.344,0.582,5.7,13.16,1.08,0.582,-1.129,-0.41,0.425,0.308,-0.171
"Player 4","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:49 PM",6,NA,NA,NA,NA,NA,NA,-0.853,0.276,1.988,0.837,0.528
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:06 PM",1,0.372,NA,6.7,NA,NA,NA,NA,NA,0.321,NA,NA
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:06 PM",2,0.302,0.422,4.4,12.46,1.38,0.422,0.24,0.24,0.334,0.069,0.069
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:06 PM",3,0.356,0.396,6.1,16.25,1.33,0.396,1.266,1.027,0.491,-0.41,-0.479
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:06 PM",4,0.348,0.398,5.8,15.68,1.34,0.398,1.112,-0.154,0.393,-0.272,0.138
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:06 PM",5,0.38,0.432,7,17.17,1.23,0.432,0.856,-0.256,0.379,0.446,0.719
"Player 4","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:51:06 PM",6,NA,NA,NA,NA,NA,NA,0.906,0.049,4.071,-0.033,-0.479
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:07 PM",1,0.438,NA,9.3,NA,NA,NA,NA,NA,0.379,NA,NA
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:07 PM",2,0.442,0.31,9.4,25.78,1.33,0.31,0.102,0.102,0.36,0.804,0.804
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:07 PM",3,0.444,0.38,9.5,23.15,1.21,0.38,-0.768,-0.869,0.393,0.581,-0.223
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:07 PM",4,0.442,0.36,9.4,23.67,1.25,0.36,-0.958,-0.19,0.458,0.446,-0.135
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:07 PM",5,0.422,0.372,8.6,21.65,1.26,0.372,-0.308,0.65,0.712,0.187,-0.259
"Player 5","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:07 PM",6,NA,NA,NA,NA,NA,NA,-0.837,-0.528,0.906,0.341,0.154
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:35 PM",1,0.034,NA,0.1,NA,NA,NA,NA,NA,0.376,NA,NA
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:35 PM",2,0.436,0.484,9.2,19.92,1.09,0.484,0.016,0.016,0.395,0.052,0.052
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:35 PM",3,0.448,0.396,9.7,22.96,1.18,0.396,0.171,0.154,0.425,1.112,1.06
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:35 PM",4,0.426,0.418,8.8,20.68,1.18,0.418,0.292,0.121,0.456,1.145,0.033
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:35 PM",5,0.426,0.434,8.8,20.29,1.16,0.434,0.171,-0.121,0.425,0.889,-0.256
